[Sensor: Sin Wave 2] { Time: 4:01:34 AM 04 01 34 .000; Data: 0.790435; } 
[Sensor: Sin Wave 2] { Time: 7:21:10 AM 07 21 10 .000; Data: 0.916932; } 
[Sensor: Sin Wave 2] { Time: 7:21:15 AM 07 21 15 .000; Data: -0.122552; } 
[Sensor: Sin Wave 2] { Time: 7:21:20 AM 07 21 20 .000; Data: -0.986459; } 
[Sensor: Sin Wave 2] { Time: 7:21:25 AM 07 21 25 .000; Data: -0.437090; } 
[Sensor: Sin Wave 2] { Time: 7:21:30 AM 07 21 30 .000; Data: 0.738488; } 
[Sensor: Sin Wave 2] { Time: 7:21:35 AM 07 21 35 .000; Data: 0.856052; } 
[Sensor: Sin Wave 2] { Time: 7:21:40 AM 07 21 40 .000; Data: -0.252828; } 
[Sensor: Sin Wave 2] { Time: 7:21:45 AM 07 21 45 .000; Data: -0.999488; } 
[Sensor: Sin Wave 2] { Time: 7:21:50 AM 07 21 50 .000; Data: -0.314205; } 
[Sensor: Sin Wave 2] { Time: 7:21:55 AM 07 21 55 .000; Data: 0.821231; } 
[Sensor: Sin Wave 2] { Time: 7:22:00 AM 07 22 00 .000; Data: 0.780110; } 
[Sensor: Sin Wave 2] { Time: 7:22:05 AM 07 22 05 .000; Data: -0.378656; } 
[Sensor: Sin Wave 2] { Time: 7:22:10 AM 07 22 10 .000; Data: -0.994931; } 
[Sensor: Sin Wave 2] { Time: 7:22:15 AM 07 22 15 .000; Data: -0.185792; } 
[Sensor: Sin Wave 2] { Time: 7:22:20 AM 07 22 20 .000; Data: 0.889526; } 
[Sensor: Sin Wave 2] { Time: 7:22:25 AM 07 22 25 .000; Data: 0.690442; } 
[Sensor: Sin Wave 2] { Time: 7:22:30 AM 07 22 30 .000; Data: -0.497821; } 
[Sensor: Sin Wave 2] { Time: 7:22:35 AM 07 22 35 .000; Data: -0.972869; } 
[Sensor: Sin Wave 2] { Time: 7:22:40 AM 07 22 40 .000; Data: -0.054111; } 
[Sensor: Sin Wave 2] { Time: 7:22:45 AM 07 22 45 .000; Data: 0.942170; } 
[Sensor: Sin Wave 2] { Time: 7:22:50 AM 07 22 50 .000; Data: 0.588627; } 
[Sensor: Sin Wave 2] { Time: 7:22:55 AM 07 22 55 .000; Data: -0.608228; } 
[Sensor: Sin Wave 2] { Time: 7:23:00 AM 07 23 00 .000; Data: -0.933689; } 
[Sensor: Sin Wave 2] { Time: 7:23:05 AM 07 23 05 .000; Data: 0.078523; } 
[Sensor: Sin Wave 2] { Time: 7:23:10 AM 07 23 10 .000; Data: 0.978237; } 
[Sensor: Sin Wave 2] { Time: 7:23:15 AM 07 23 15 .000; Data: 0.476455; } 
[Sensor: Sin Wave 2] { Time: 7:23:20 AM 07 23 20 .000; Data: -0.707933; } 
[Sensor: Sin Wave 2] { Time: 7:23:25 AM 07 23 25 .000; Data: -0.878082; } 
[Sensor: Sin Wave 2] { Time: 7:23:30 AM 07 23 30 .000; Data: 0.209776; } 
[Sensor: Sin Wave 2] { Time: 7:23:35 AM 07 23 35 .000; Data: 0.997093; } 
[Sensor: Sin Wave 2] { Time: 7:23:40 AM 07 23 40 .000; Data: 0.355900; } 
[Sensor: Sin Wave 2] { Time: 7:23:45 AM 07 23 45 .000; Data: -0.795183; } 
[Sensor: Sin Wave 2] { Time: 7:23:50 AM 07 23 50 .000; Data: -0.807026; } 
[Sensor: Sin Wave 2] { Time: 7:23:55 AM 07 23 55 .000; Data: 0.337337; } 
[Sensor: Sin Wave 2] { Time: 7:24:00 AM 07 24 00 .000; Data: 0.998406; } 
[Sensor: Sin Wave 2] { Time: 7:24:05 AM 07 24 05 .000; Data: 0.229083; } 
[Sensor: Sin Wave 2] { Time: 7:24:10 AM 07 24 10 .000; Data: -0.868441; } 
[Sensor: Sin Wave 2] { Time: 7:24:15 AM 07 24 15 .000; Data: -0.721771; } 
[Sensor: Sin Wave 2] { Time: 7:24:20 AM 07 24 20 .000; Data: 0.458963; } 
[Sensor: Sin Wave 2] { Time: 7:24:25 AM 07 24 25 .000; Data: 0.982152; } 
[Sensor: Sin Wave 2] { Time: 7:24:30 AM 07 24 30 .000; Data: 0.098236; } 
[Sensor: Sin Wave 2] { Time: 7:24:35 AM 07 24 35 .000; Data: -0.926420; } 
[Sensor: Sin Wave 2] { Time: 7:24:40 AM 07 24 40 .000; Data: -0.623816; } 
[Sensor: Sin Wave 2] { Time: 7:24:45 AM 07 24 45 .000; Data: 0.572514; } 
[Sensor: Sin Wave 2] { Time: 7:24:50 AM 07 24 50 .000; Data: 0.948618; } 
[Sensor: Sin Wave 2] { Time: 7:24:55 AM 07 24 55 .000; Data: -0.034340; } 
[Sensor: Sin Wave 2] { Time: 7:25:00 AM 07 25 00 .000; Data: -0.968100; } 
[Sensor: Sin Wave 2] { Time: 7:25:05 AM 07 25 05 .000; Data: -0.514886; } 
[Sensor: Sin Wave 2] { Time: 7:25:10 AM 07 25 10 .000; Data: 0.675992; } 
[Sensor: Sin Wave 2] { Time: 7:25:15 AM 07 25 15 .000; Data: 0.898393; } 
[Sensor: Sin Wave 2] { Time: 7:25:20 AM 07 25 20 .000; Data: -0.166312; } 
[Sensor: Sin Wave 2] { Time: 7:25:25 AM 07 25 25 .000; Data: -0.992746; } 
[Sensor: Sin Wave 2] { Time: 7:25:30 AM 07 25 30 .000; Data: -0.396897; } 
[Sensor: Sin Wave 2] { Time: 7:25:35 AM 07 25 35 .000; Data: 0.767577; } 
[Sensor: Sin Wave 2] { Time: 7:25:40 AM 07 25 40 .000; Data: 0.832362; } 
[Sensor: Sin Wave 2] { Time: 7:25:45 AM 07 25 45 .000; Data: -0.295357; } 
[Sensor: Sin Wave 2] { Time: 7:25:50 AM 07 25 50 .000; Data: -0.999925; } 
[Sensor: Sin Wave 2] { Time: 7:25:55 AM 07 25 55 .000; Data: -0.271925; } 
[Sensor: Sin Wave 2] { Time: 7:26:00 AM 07 26 00 .000; Data: 0.845656; } 
[Sensor: Sin Wave 2] { Time: 7:26:05 AM 07 26 05 .000; Data: 0.751686; } 
[Sensor: Sin Wave 2] { Time: 7:26:10 AM 07 26 10 .000; Data: -0.419206; } 
[Sensor: Sin Wave 2] { Time: 7:26:15 AM 07 26 15 .000; Data: -0.989512; } 
[Sensor: Sin Wave 2] { Time: 7:26:20 AM 07 26 20 .000; Data: -0.142168; } 
[Sensor: Sin Wave 2] { Time: 7:26:25 AM 07 26 25 .000; Data: 0.908856; } 
[Sensor: Sin Wave 2] { Time: 7:26:30 AM 07 26 30 .000; Data: 0.657784; } 
[Sensor: Sin Wave 2] { Time: 7:26:35 AM 07 26 35 .000; Data: -0.535679; } 
[Sensor: Sin Wave 2] { Time: 7:26:40 AM 07 26 40 .000; Data: -0.961688; } 
[Sensor: Sin Wave 2] { Time: 7:26:45 AM 07 26 45 .000; Data: -0.009910; } 
[Sensor: Sin Wave 2] { Time: 7:26:50 AM 07 26 50 .000; Data: 0.956066; } 
[Sensor: Sin Wave 2] { Time: 7:26:55 AM 07 26 55 .000; Data: 0.552310; } 
[Sensor: Sin Wave 2] { Time: 7:27:00 AM 07 27 00 .000; Data: -0.642727; } 
[Sensor: Sin Wave 2] { Time: 7:27:05 AM 07 27 05 .000; Data: -0.916944; } 
[Sensor: Sin Wave 2] { Time: 7:27:10 AM 07 27 10 .000; Data: 0.122522; } 
[Sensor: Sin Wave 2] { Time: 7:27:15 AM 07 27 15 .000; Data: 0.986454; } 
[Sensor: Sin Wave 2] { Time: 7:27:20 AM 07 27 20 .000; Data: 0.437117; } 
[Sensor: Sin Wave 2] { Time: 7:27:25 AM 07 27 25 .000; Data: -0.738467; } 
[Sensor: Sin Wave 2] { Time: 7:27:30 AM 07 27 30 .000; Data: -0.856068; } 
[Sensor: Sin Wave 2] { Time: 7:27:35 AM 07 27 35 .000; Data: 0.252799; } 
[Sensor: Sin Wave 2] { Time: 7:27:40 AM 07 27 40 .000; Data: 0.999487; } 
[Sensor: Sin Wave 2] { Time: 7:27:45 AM 07 27 45 .000; Data: 0.314234; } 
[Sensor: Sin Wave 2] { Time: 7:27:50 AM 07 27 50 .000; Data: -0.821214; } 
[Sensor: Sin Wave 2] { Time: 7:27:55 AM 07 27 55 .000; Data: -0.780129; } 
[Sensor: Sin Wave 2] { Time: 7:28:00 AM 07 28 00 .000; Data: 0.378628; } 
[Sensor: Sin Wave 2] { Time: 7:28:05 AM 07 28 05 .000; Data: 0.994934; } 
[Sensor: Sin Wave 2] { Time: 7:28:10 AM 07 28 10 .000; Data: 0.185822; } 
[Sensor: Sin Wave 2] { Time: 7:28:15 AM 07 28 15 .000; Data: -0.889512; } 
[Sensor: Sin Wave 2] { Time: 7:28:20 AM 07 28 20 .000; Data: -0.690464; } 
[Sensor: Sin Wave 2] { Time: 7:28:25 AM 07 28 25 .000; Data: 0.497795; } 
[Sensor: Sin Wave 2] { Time: 7:28:30 AM 07 28 30 .000; Data: 0.972876; } 
[Sensor: Sin Wave 2] { Time: 7:28:35 AM 07 28 35 .000; Data: 0.054141; } 
[Sensor: Sin Wave 2] { Time: 7:28:40 AM 07 28 40 .000; Data: -0.942160; } 
[Sensor: Sin Wave 2] { Time: 7:28:45 AM 07 28 45 .000; Data: -0.588651; } 
[Sensor: Sin Wave 2] { Time: 7:28:50 AM 07 28 50 .000; Data: 0.608204; } 
[Sensor: Sin Wave 2] { Time: 7:28:55 AM 07 28 55 .000; Data: 0.933700; } 
[Sensor: Sin Wave 2] { Time: 7:29:00 AM 07 29 00 .000; Data: -0.078493; } 
[Sensor: Sin Wave 2] { Time: 7:29:05 AM 07 29 05 .000; Data: -0.978231; } 
[Sensor: Sin Wave 2] { Time: 7:29:10 AM 07 29 10 .000; Data: -0.476481; } 
[Sensor: Sin Wave 2] { Time: 7:29:15 AM 07 29 15 .000; Data: 0.707912; } 
[Sensor: Sin Wave 2] { Time: 7:29:20 AM 07 29 20 .000; Data: 0.878097; } 
[Sensor: Sin Wave 2] { Time: 7:29:25 AM 07 29 25 .000; Data: -0.209746; } 
[Sensor: Sin Wave 2] { Time: 7:29:30 AM 07 29 30 .000; Data: -0.997091; } 
[Sensor: Sin Wave 2] { Time: 7:29:35 AM 07 29 35 .000; Data: -0.355928; } 
[Sensor: Sin Wave 2] { Time: 7:29:40 AM 07 29 40 .000; Data: 0.795164; } 
[Sensor: Sin Wave 2] { Time: 7:29:45 AM 07 29 45 .000; Data: 0.807044; } 
[Sensor: Sin Wave 2] { Time: 7:29:50 AM 07 29 50 .000; Data: -0.337309; } 
[Sensor: Sin Wave 2] { Time: 7:29:55 AM 07 29 55 .000; Data: -0.998407; } 
[Sensor: Sin Wave 2] { Time: 7:30:00 AM 07 30 00 .000; Data: -0.229112; } 
[Sensor: Sin Wave 2] { Time: 7:30:05 AM 07 30 05 .000; Data: 0.868426; } 
[Sensor: Sin Wave 2] { Time: 7:30:10 AM 07 30 10 .000; Data: 0.721792; } 
[Sensor: Sin Wave 2] { Time: 7:30:15 AM 07 30 15 .000; Data: -0.458936; } 
[Sensor: Sin Wave 2] { Time: 7:30:20 AM 07 30 20 .000; Data: -0.982158; } 
[Sensor: Sin Wave 2] { Time: 7:30:25 AM 07 30 25 .000; Data: -0.098266; } 
[Sensor: Sin Wave 2] { Time: 7:30:30 AM 07 30 30 .000; Data: 0.926409; } 
[Sensor: Sin Wave 2] { Time: 7:30:35 AM 07 30 35 .000; Data: 0.623840; } 
[Sensor: Sin Wave 2] { Time: 7:30:40 AM 07 30 40 .000; Data: -0.572489; } 
[Sensor: Sin Wave 2] { Time: 7:30:45 AM 07 30 45 .000; Data: -0.948627; } 
[Sensor: Sin Wave 2] { Time: 7:30:50 AM 07 30 50 .000; Data: 0.034310; } 
[Sensor: Sin Wave 2] { Time: 7:30:55 AM 07 30 55 .000; Data: 0.968092; } 
[Sensor: Sin Wave 2] { Time: 7:31:00 AM 07 31 00 .000; Data: 0.514912; } 
[Sensor: Sin Wave 2] { Time: 7:31:05 AM 07 31 05 .000; Data: -0.675970; } 
[Sensor: Sin Wave 2] { Time: 7:31:10 AM 07 31 10 .000; Data: -0.898406; } 
[Sensor: Sin Wave 2] { Time: 7:31:15 AM 07 31 15 .000; Data: 0.166282; } 
[Sensor: Sin Wave 2] { Time: 7:31:20 AM 07 31 20 .000; Data: 0.992742; } 
[Sensor: Sin Wave 2] { Time: 7:31:25 AM 07 31 25 .000; Data: 0.396925; } 
[Sensor: Sin Wave 2] { Time: 7:31:30 AM 07 31 30 .000; Data: -0.767557; } 
[Sensor: Sin Wave 2] { Time: 7:31:35 AM 07 31 35 .000; Data: -0.832379; } 
[Sensor: Sin Wave 2] { Time: 7:31:40 AM 07 31 40 .000; Data: 0.295328; } 
[Sensor: Sin Wave 2] { Time: 7:31:45 AM 07 31 45 .000; Data: 0.999926; } 
[Sensor: Sin Wave 2] { Time: 7:31:50 AM 07 31 50 .000; Data: 0.271954; } 
[Sensor: Sin Wave 2] { Time: 7:31:55 AM 07 31 55 .000; Data: -0.845640; } 
[Sensor: Sin Wave 2] { Time: 7:32:00 AM 07 32 00 .000; Data: -0.751706; } 
[Sensor: Sin Wave 2] { Time: 7:32:05 AM 07 32 05 .000; Data: 0.419179; } 
[Sensor: Sin Wave 2] { Time: 7:32:10 AM 07 32 10 .000; Data: 0.989516; } 
[Sensor: Sin Wave 2] { Time: 7:32:15 AM 07 32 15 .000; Data: 0.142198; } 
[Sensor: Sin Wave 2] { Time: 7:32:20 AM 07 32 20 .000; Data: -0.908844; } 
[Sensor: Sin Wave 2] { Time: 7:32:25 AM 07 32 25 .000; Data: -0.657807; } 
[Sensor: Sin Wave 2] { Time: 7:32:30 AM 07 32 30 .000; Data: 0.535654; } 
[Sensor: Sin Wave 2] { Time: 7:32:35 AM 07 32 35 .000; Data: 0.961697; } 
[Sensor: Sin Wave 2] { Time: 7:32:40 AM 07 32 40 .000; Data: 0.009940; } 
[Sensor: Sin Wave 2] { Time: 7:32:45 AM 07 32 45 .000; Data: -0.956057; } 
[Sensor: Sin Wave 2] { Time: 7:32:50 AM 07 32 50 .000; Data: -0.552335; } 
[Sensor: Sin Wave 2] { Time: 7:32:55 AM 07 32 55 .000; Data: 0.642704; } 
[Sensor: Sin Wave 2] { Time: 7:33:00 AM 07 33 00 .000; Data: 0.916957; } 
[Sensor: Sin Wave 2] { Time: 7:33:05 AM 07 33 05 .000; Data: -0.122493; } 
[Sensor: Sin Wave 2] { Time: 7:33:10 AM 07 33 10 .000; Data: -0.986450; } 
[Sensor: Sin Wave 2] { Time: 7:33:15 AM 07 33 15 .000; Data: -0.437144; } 
[Sensor: Sin Wave 2] { Time: 7:33:20 AM 07 33 20 .000; Data: 0.738447; } 
[Sensor: Sin Wave 2] { Time: 7:33:25 AM 07 33 25 .000; Data: 0.856083; } 
[Sensor: Sin Wave 2] { Time: 7:33:30 AM 07 33 30 .000; Data: -0.252770; } 
[Sensor: Sin Wave 2] { Time: 7:33:35 AM 07 33 35 .000; Data: -0.999486; } 
[Sensor: Sin Wave 2] { Time: 7:33:40 AM 07 33 40 .000; Data: -0.314263; } 
[Sensor: Sin Wave 2] { Time: 7:33:45 AM 07 33 45 .000; Data: 0.821197; } 
[Sensor: Sin Wave 2] { Time: 7:33:50 AM 07 33 50 .000; Data: 0.780148; } 
[Sensor: Sin Wave 2] { Time: 7:33:55 AM 07 33 55 .000; Data: -0.378600; } 
[Sensor: Sin Wave 2] { Time: 7:34:00 AM 07 34 00 .000; Data: -0.994937; } 
[Sensor: Sin Wave 2] { Time: 7:34:05 AM 07 34 05 .000; Data: -0.185852; } 
[Sensor: Sin Wave 2] { Time: 7:34:10 AM 07 34 10 .000; Data: 0.889499; } 
[Sensor: Sin Wave 2] { Time: 7:34:15 AM 07 34 15 .000; Data: 0.690486; } 
[Sensor: Sin Wave 2] { Time: 7:34:20 AM 07 34 20 .000; Data: -0.497769; } 
[Sensor: Sin Wave 2] { Time: 7:34:25 AM 07 34 25 .000; Data: -0.972882; } 
[Sensor: Sin Wave 2] { Time: 7:34:30 AM 07 34 30 .000; Data: -0.054171; } 
[Sensor: Sin Wave 2] { Time: 7:34:35 AM 07 34 35 .000; Data: 0.942150; } 
[Sensor: Sin Wave 2] { Time: 7:34:40 AM 07 34 40 .000; Data: 0.588676; } 
[Sensor: Sin Wave 2] { Time: 7:34:45 AM 07 34 45 .000; Data: -0.608180; } 
[Sensor: Sin Wave 2] { Time: 7:34:50 AM 07 34 50 .000; Data: -0.933711; } 
[Sensor: Sin Wave 2] { Time: 7:34:55 AM 07 34 55 .000; Data: 0.078463; } 
[Sensor: Sin Wave 2] { Time: 7:35:00 AM 07 35 00 .000; Data: 0.978225; } 
[Sensor: Sin Wave 2] { Time: 7:35:05 AM 07 35 05 .000; Data: 0.476508; } 
[Sensor: Sin Wave 2] { Time: 7:35:10 AM 07 35 10 .000; Data: -0.707890; } 
[Sensor: Sin Wave 2] { Time: 7:35:15 AM 07 35 15 .000; Data: -0.878111; } 
[Sensor: Sin Wave 2] { Time: 7:35:20 AM 07 35 20 .000; Data: 0.209717; } 
[Sensor: Sin Wave 2] { Time: 7:35:25 AM 07 35 25 .000; Data: 0.997089; } 
[Sensor: Sin Wave 2] { Time: 7:35:30 AM 07 35 30 .000; Data: 0.355956; } 
[Sensor: Sin Wave 2] { Time: 7:35:35 AM 07 35 35 .000; Data: -0.795146; } 
[Sensor: Sin Wave 2] { Time: 7:35:40 AM 07 35 40 .000; Data: -0.807062; } 
[Sensor: Sin Wave 2] { Time: 7:35:45 AM 07 35 45 .000; Data: 0.337280; } 
[Sensor: Sin Wave 2] { Time: 7:35:50 AM 07 35 50 .000; Data: 0.998409; } 
[Sensor: Sin Wave 2] { Time: 7:35:55 AM 07 35 55 .000; Data: 0.229142; } 
[Sensor: Sin Wave 2] { Time: 7:36:00 AM 07 36 00 .000; Data: -0.868411; } 
[Sensor: Sin Wave 2] { Time: 7:36:05 AM 07 36 05 .000; Data: -0.721813; } 
[Sensor: Sin Wave 2] { Time: 7:36:10 AM 07 36 10 .000; Data: 0.458910; } 
[Sensor: Sin Wave 2] { Time: 7:36:15 AM 07 36 15 .000; Data: 0.982163; } 
[Sensor: Sin Wave 2] { Time: 7:36:20 AM 07 36 20 .000; Data: 0.098296; } 
[Sensor: Sin Wave 2] { Time: 7:36:25 AM 07 36 25 .000; Data: -0.926398; } 
[Sensor: Sin Wave 2] { Time: 7:36:30 AM 07 36 30 .000; Data: -0.623864; } 
[Sensor: Sin Wave 2] { Time: 7:36:35 AM 07 36 35 .000; Data: 0.572465; } 
[Sensor: Sin Wave 2] { Time: 7:36:40 AM 07 36 40 .000; Data: 0.948637; } 
[Sensor: Sin Wave 2] { Time: 7:36:45 AM 07 36 45 .000; Data: -0.034280; } 
[Sensor: Sin Wave 2] { Time: 7:36:50 AM 07 36 50 .000; Data: -0.968085; } 
[Sensor: Sin Wave 2] { Time: 7:36:55 AM 07 36 55 .000; Data: -0.514938; } 
[Sensor: Sin Wave 2] { Time: 7:37:00 AM 07 37 00 .000; Data: 0.675948; } 
[Sensor: Sin Wave 2] { Time: 7:37:05 AM 07 37 05 .000; Data: 0.898420; } 
[Sensor: Sin Wave 2] { Time: 7:37:10 AM 07 37 10 .000; Data: -0.166252; } 
[Sensor: Sin Wave 2] { Time: 7:37:15 AM 07 37 15 .000; Data: -0.992739; } 
[Sensor: Sin Wave 2] { Time: 7:37:20 AM 07 37 20 .000; Data: -0.396952; } 
[Sensor: Sin Wave 2] { Time: 7:37:25 AM 07 37 25 .000; Data: 0.767538; } 
[Sensor: Sin Wave 2] { Time: 7:37:30 AM 07 37 30 .000; Data: 0.832395; } 
[Sensor: Sin Wave 2] { Time: 7:37:35 AM 07 37 35 .000; Data: -0.295300; } 
[Sensor: Sin Wave 2] { Time: 7:37:40 AM 07 37 40 .000; Data: -0.999926; } 
[Sensor: Sin Wave 2] { Time: 7:37:45 AM 07 37 45 .000; Data: -0.271983; } 
[Sensor: Sin Wave 2] { Time: 7:37:50 AM 07 37 50 .000; Data: 0.845624; } 
[Sensor: Sin Wave 2] { Time: 7:37:55 AM 07 37 55 .000; Data: 0.751726; } 
[Sensor: Sin Wave 2] { Time: 7:38:00 AM 07 38 00 .000; Data: -0.419151; } 
[Sensor: Sin Wave 2] { Time: 7:38:05 AM 07 38 05 .000; Data: -0.989520; } 
[Sensor: Sin Wave 2] { Time: 7:38:10 AM 07 38 10 .000; Data: -0.142228; } 
[Sensor: Sin Wave 2] { Time: 7:38:15 AM 07 38 15 .000; Data: 0.908831; } 
[Sensor: Sin Wave 2] { Time: 7:38:20 AM 07 38 20 .000; Data: 0.657830; } 
[Sensor: Sin Wave 2] { Time: 7:38:25 AM 07 38 25 .000; Data: -0.535628; } 
[Sensor: Sin Wave 2] { Time: 7:38:30 AM 07 38 30 .000; Data: -0.961705; } 
[Sensor: Sin Wave 2] { Time: 7:38:35 AM 07 38 35 .000; Data: -0.009970; } 
[Sensor: Sin Wave 2] { Time: 7:38:40 AM 07 38 40 .000; Data: 0.956048; } 
[Sensor: Sin Wave 2] { Time: 7:38:45 AM 07 38 45 .000; Data: 0.552360; } 
[Sensor: Sin Wave 2] { Time: 7:38:50 AM 07 38 50 .000; Data: -0.642681; } 
[Sensor: Sin Wave 2] { Time: 7:38:55 AM 07 38 55 .000; Data: -0.916969; } 
[Sensor: Sin Wave 2] { Time: 7:39:00 AM 07 39 00 .000; Data: 0.122463; } 
[Sensor: Sin Wave 2] { Time: 7:39:05 AM 07 39 05 .000; Data: 0.986445; } 
[Sensor: Sin Wave 2] { Time: 7:39:10 AM 07 39 10 .000; Data: 0.437171; } 
[Sensor: Sin Wave 2] { Time: 7:39:15 AM 07 39 15 .000; Data: -0.738427; } 
[Sensor: Sin Wave 2] { Time: 7:39:20 AM 07 39 20 .000; Data: -0.856099; } 
[Sensor: Sin Wave 2] { Time: 7:39:25 AM 07 39 25 .000; Data: 0.252741; } 
[Sensor: Sin Wave 2] { Time: 7:39:30 AM 07 39 30 .000; Data: 0.999485; } 
[Sensor: Sin Wave 2] { Time: 7:39:35 AM 07 39 35 .000; Data: 0.314291; } 
[Sensor: Sin Wave 2] { Time: 7:39:40 AM 07 39 40 .000; Data: -0.821180; } 
[Sensor: Sin Wave 2] { Time: 7:39:45 AM 07 39 45 .000; Data: -0.780167; } 
[Sensor: Sin Wave 2] { Time: 7:39:50 AM 07 39 50 .000; Data: 0.378572; } 
[Sensor: Sin Wave 2] { Time: 7:39:55 AM 07 39 55 .000; Data: 0.994940; } 
[Sensor: Sin Wave 2] { Time: 7:40:00 AM 07 40 00 .000; Data: 0.185881; } 
[Sensor: Sin Wave 2] { Time: 7:40:05 AM 07 40 05 .000; Data: -0.889485; } 
[Sensor: Sin Wave 2] { Time: 7:40:10 AM 07 40 10 .000; Data: -0.690508; } 
[Sensor: Sin Wave 2] { Time: 7:40:15 AM 07 40 15 .000; Data: 0.497743; } 
[Sensor: Sin Wave 2] { Time: 7:40:20 AM 07 40 20 .000; Data: 0.972889; } 
[Sensor: Sin Wave 2] { Time: 7:40:25 AM 07 40 25 .000; Data: 0.054201; } 
[Sensor: Sin Wave 2] { Time: 7:40:30 AM 07 40 30 .000; Data: -0.942140; } 
[Sensor: Sin Wave 2] { Time: 7:40:35 AM 07 40 35 .000; Data: -0.588700; } 
[Sensor: Sin Wave 2] { Time: 7:40:40 AM 07 40 40 .000; Data: 0.608156; } 
[Sensor: Sin Wave 2] { Time: 7:40:45 AM 07 40 45 .000; Data: 0.933722; } 
[Sensor: Sin Wave 2] { Time: 7:40:50 AM 07 40 50 .000; Data: -0.078433; } 
[Sensor: Sin Wave 2] { Time: 7:40:55 AM 07 40 55 .000; Data: -0.978219; } 
[Sensor: Sin Wave 2] { Time: 7:41:00 AM 07 41 00 .000; Data: -0.476534; } 
[Sensor: Sin Wave 2] { Time: 7:41:05 AM 07 41 05 .000; Data: 0.707869; } 
[Sensor: Sin Wave 2] { Time: 7:41:10 AM 07 41 10 .000; Data: 0.878126; } 
[Sensor: Sin Wave 2] { Time: 7:41:15 AM 07 41 15 .000; Data: -0.209687; } 
[Sensor: Sin Wave 2] { Time: 7:41:20 AM 07 41 20 .000; Data: -0.997086; } 
[Sensor: Sin Wave 2] { Time: 7:41:25 AM 07 41 25 .000; Data: -0.355984; } 
[Sensor: Sin Wave 2] { Time: 7:41:30 AM 07 41 30 .000; Data: 0.795128; } 
[Sensor: Sin Wave 2] { Time: 7:41:35 AM 07 41 35 .000; Data: 0.807080; } 
[Sensor: Sin Wave 2] { Time: 7:41:40 AM 07 41 40 .000; Data: -0.337252; } 
[Sensor: Sin Wave 2] { Time: 7:41:45 AM 07 41 45 .000; Data: -0.998411; } 
[Sensor: Sin Wave 2] { Time: 7:41:50 AM 07 41 50 .000; Data: -0.229171; } 
[Sensor: Sin Wave 2] { Time: 7:41:55 AM 07 41 55 .000; Data: 0.868397; } 
[Sensor: Sin Wave 2] { Time: 7:42:00 AM 07 42 00 .000; Data: 0.721833; } 
[Sensor: Sin Wave 2] { Time: 7:42:05 AM 07 42 05 .000; Data: -0.458883; } 
[Sensor: Sin Wave 2] { Time: 7:42:10 AM 07 42 10 .000; Data: -0.982169; } 
[Sensor: Sin Wave 2] { Time: 7:42:15 AM 07 42 15 .000; Data: -0.098326; } 
[Sensor: Sin Wave 2] { Time: 7:42:20 AM 07 42 20 .000; Data: 0.926386; } 
[Sensor: Sin Wave 2] { Time: 7:42:25 AM 07 42 25 .000; Data: 0.623887; } 
[Sensor: Sin Wave 2] { Time: 7:42:30 AM 07 42 30 .000; Data: -0.572440; } 
[Sensor: Sin Wave 2] { Time: 7:42:35 AM 07 42 35 .000; Data: -0.948646; } 
[Sensor: Sin Wave 2] { Time: 7:42:40 AM 07 42 40 .000; Data: 0.034250; } 
[Sensor: Sin Wave 2] { Time: 7:42:45 AM 07 42 45 .000; Data: 0.968077; } 
[Sensor: Sin Wave 2] { Time: 7:42:50 AM 07 42 50 .000; Data: 0.514964; } 
[Sensor: Sin Wave 2] { Time: 7:42:55 AM 07 42 55 .000; Data: -0.675926; } 
[Sensor: Sin Wave 2] { Time: 7:43:00 AM 07 43 00 .000; Data: -0.898433; } 
[Sensor: Sin Wave 2] { Time: 7:43:05 AM 07 43 05 .000; Data: 0.166223; } 
[Sensor: Sin Wave 2] { Time: 7:43:10 AM 07 43 10 .000; Data: 0.992735; } 
[Sensor: Sin Wave 2] { Time: 7:43:15 AM 07 43 15 .000; Data: 0.396980; } 
[Sensor: Sin Wave 2] { Time: 7:43:20 AM 07 43 20 .000; Data: -0.767519; } 
[Sensor: Sin Wave 2] { Time: 7:43:25 AM 07 43 25 .000; Data: -0.832412; } 
[Sensor: Sin Wave 2] { Time: 7:43:30 AM 07 43 30 .000; Data: 0.295271; } 
[Sensor: Sin Wave 2] { Time: 7:43:35 AM 07 43 35 .000; Data: 0.999926; } 
[Sensor: Sin Wave 2] { Time: 7:43:40 AM 07 43 40 .000; Data: 0.272012; } 
[Sensor: Sin Wave 2] { Time: 7:43:45 AM 07 43 45 .000; Data: -0.845608; } 
[Sensor: Sin Wave 2] { Time: 7:43:50 AM 07 43 50 .000; Data: -0.751746; } 
[Sensor: Sin Wave 2] { Time: 7:43:55 AM 07 43 55 .000; Data: 0.419124; } 
[Sensor: Sin Wave 2] { Time: 7:44:00 AM 07 44 00 .000; Data: 0.989525; } 
[Sensor: Sin Wave 2] { Time: 7:44:05 AM 07 44 05 .000; Data: 0.142258; } 
[Sensor: Sin Wave 2] { Time: 7:44:10 AM 07 44 10 .000; Data: -0.908819; } 
[Sensor: Sin Wave 2] { Time: 7:44:15 AM 07 44 15 .000; Data: -0.657852; } 
[Sensor: Sin Wave 2] { Time: 7:44:20 AM 07 44 20 .000; Data: 0.535603; } 
